case_id,boundary_case_index,current_A,current_density_command_A_cm2,egr_band,egr_fraction_cmd,ambient_supply_T_C,ambient_supply_p_kPa_g,ambient_supply_RH,V_cell_sim,lambda_O2_actual,RH_ca_in,xO2_ca_in,pO2_ca_in_kPa,m_stack_in_kg_s,m_egr_return_kg_s,T_stack_C
"initial_noegr_03","3","114","0.3","low","0.55","25","0","0.5","0.662753834685403","1.73662361966993","0.706143680787979","0.121547790629963","19.6086973233788","0.00185879116888627","0.000983694640712198","64.8526869648317"
"initial_noegr_03","3","114","0.3","low","0.6","25","0","0.5","0.62355307306045","1.50911634087646","0.757917357353041","0.105099968082893","16.9552523509727","0.00185879116888627","0.00106771250646294","64.9029236150101"
"initial_noegr_03","3","114","0.3","low","0.65","25","0","0.5","0.534013636653408","1.21988501559114","0.811629626597118","0.0844731233134846","13.6276266185479","0.00185879116888627","0.00115097619342371","65.0172099775435"
"initial_noegr_03","3","114","0.3","low","0.7","25","0","0.5","-0.302328629436107","0.938386419821285","0.905653043386673","0.0644820033871974","10.4025591964396","0.00185879116888627","0.00124204551695917","66.0904053208832"
"initial_noegr_04","4","152","0.4","mid","0","25","0","0.5","0.731530415231552","2.27067124418183","0.112963994627879","0.20622436550273","35.3520118563055","0.00198983691673063","0","66.4788844600487"
"initial_noegr_04","4","152","0.4","mid","0.05","25","0","0.5","0.727805652432114","2.21885710248846","0.169607890242388","0.200816337504458","34.4249406567017","0.00198983691673063","9.88121464751912e-05","66.4853023313562"
"initial_noegr_04","4","152","0.4","mid","0.1","25","0","0.5","0.723466354182732","2.16260399078102","0.225598379990461","0.195036819253619","33.4341867405516","0.00198983691673063","0.000196584653709276","66.4927728452909"
"initial_noegr_04","4","152","0.4","mid","0.15","25","0","0.5","0.718353948136336","2.10111476435761","0.280956138353466","0.188816698482356","32.3679025373378","0.00198983691673063","0.000293327793501752","66.5015672362141"
"initial_noegr_04","4","152","0.4","mid","0.2","25","0","0.5","0.712247285155543","2.03339267780596","0.335705885906052","0.182069853313744","31.2113246043085","0.00198983691673063","0.000389052056908176","66.5120637365426"
"initial_noegr_04","4","152","0.4","mid","0.25","25","0","0.5","0.704827024546013","1.95817465970348","0.389878661302474","0.174687538018313","29.9458112047892","0.00198983691673063","0.0004837682798668","66.5248083616532"
"initial_noegr_04","4","152","0.4","mid","0.3","25","0","0.5","0.695611374491801","1.87383581494465","0.443515857562567","0.166530379866954","28.5474703686925","0.00198983691673063","0.000577487876553223","66.5406245289903"
"initial_noegr_04","4","152","0.4","mid","0.35","25","0","0.5","0.683830710688402","1.7782494407126","0.496676972463758","0.157416698358009","26.9851575160217","0.00198983691673063","0.000670223306436039","66.5608268575118"
"initial_noegr_04","4","152","0.4","mid","0.4","25","0","0.5","0.668155861560466","1.66857596595005","0.549456137345663","0.147104972369875","25.2174698885058","0.00198983691673063","0.000761989111504686","66.5876846548525"
"initial_noegr_05","5","228","0.6","mid","0","25","0","0.5","0.701975436942825","1.87472879435769","0.101890688540144","0.20622436550273","39.4558767298099","0.00246429634415107","0","71.385794166153"
"initial_noegr_05","5","228","0.6","mid","0.05","25","0","0.5","0.696406481642264","1.82368348240184","0.159570879592496","0.199811494121389","38.2289341127747","0.00246429634415107","0.000121234785981021","71.4001505918163"
"initial_noegr_05","5","228","0.6","mid","0.1","25","0","0.5","0.689774950925124","1.76819193300551","0.216548651987146","0.192953352295047","36.91680012785","0.00246429634415107","0.000241019776960651","71.4172346126793"
"initial_noegr_05","5","228","0.6","mid","0.15","25","0","0.5","0.681753116854625","1.70745340961056","0.272864920285882","0.185566645142421","35.5035383818738","0.00246429634415107","0.000359372962418309","71.4378863914873"
"initial_noegr_05","5","228","0.6","mid","0.2","25","0","0.5","0.671851250882424","1.64046573034626","0.32857376633737","0.177547535621477","33.969282252779","0.00246429634415107","0.000476313656797367","71.4633608474201"
"initial_noegr_05","5","228","0.6","mid","0.25","25","0","0.5","0.65929548675045","1.56595707968179","0.383752078261115","0.168764773812697","32.2889203497142","0.00246429634415107","0.000591863524609504","71.4956397543645"
"initial_noegr_05","5","228","0.6","mid","0.3","25","0","0.5","0.642766083784274","1.48228728186903","0.4385198587555","0.159049762999755","30.4301959059281","0.00246429634415107","0.000706048815627555","71.5380999060634"
"initial_noegr_05","5","228","0.6","mid","0.35","25","0","0.5","0.619748133557232","1.38729953398074","0.49308970878065","0.148181607996092","28.3508461498523","0.00246429634415107","0.000818905997562283","71.5971682528955"
"initial_noegr_05","5","228","0.6","mid","0.4","25","0","0.5","0.584217333955511","1.27807774532852","0.547942834871616","0.135862090698029","25.9938145028004","0.00246429634415107","0.000930503375968212","71.6882353008649"
"initial_noegr_06","6","266","0.7","mid","0","25","0","0.5","0.690820307142816","1.76354485331628","0.0917957786128903","0.20622436550273","41.5181203848372","0.00270450496048408","0","74.5573060535615"
"initial_noegr_06","6","266","0.7","mid","0.05","25","0","0.5","0.684273981435226","1.71202661085147","0.149471713456193","0.199322317829321","40.128565636988","0.00270450496048408","0.000133603962655439","74.5769752713192"
"initial_noegr_06","6","266","0.7","mid","0.1","25","0","0.5","0.676391936502012","1.65606606690811","0.206388462022538","0.191954367637273","38.6452130645739","0.00270450496048408","0.000265438549706029","74.6006445326608"
"initial_noegr_06","6","266","0.7","mid","0.15","25","0","0.5","0.66672450323864","1.59485915774055","0.26260303472285","0.184032056606449","37.0502537962934","0.00270450496048408","0.000395529993981423","74.6296584098224"
"initial_noegr_06","6","266","0.7","mid","0.2","25","0","0.5","0.654573094025601","1.52739841527352","0.31819389464167","0.175445016298066","35.3214679062082","0.00270450496048408","0.000523907457986443","74.6661047208097"
"initial_noegr_06","6","266","0.7","mid","0.25","25","0","0.5","0.638773309197004","1.4524028813385","0.373279094734435","0.166053470557292","33.4307149599468","0.00270450496048408","0.000650605661874056","74.7134607033921"
"initial_noegr_06","6","266","0.7","mid","0.3","25","0","0.5","0.61717881250146","1.36821452674747","0.428058669092063","0.155677096861729","31.3416915256875","0.00270450496048408","0.000775671225684821","74.7781286546397"
"initial_noegr_06","6","266","0.7","mid","0.35","25","0","0.5","0.584852052955848","1.27262983653861","0.482958566303636","0.144076344561554","29.0061700688549","0.00270450496048408","0.000899185991664483","74.8748385575952"
"initial_noegr_06","6","266","0.7","mid","0.4","25","0","0.5","0.528571467697444","1.16259916547585","0.539073178785097","0.130918052521443","26.3570769238795","0.00270450496048408","0.00102133457523006","75.0427552158433"
"initial_noegr_07","7","342","0.9","mid","0","25","0","0.5","0.673216072018498","1.68204890782541","0.0927226538008417","0.20622436550273","45.6426076948918","0.00331653329274565","0","76.4194534596019"
"initial_noegr_07","7","342","0.9","mid","0.05","25","0","0.5","0.665985608917385","1.63124959838918","0.149851837123272","0.199127326280399","44.0718554890092","0.00331653329274565","0.000162395250926895","76.4473565732764"
"initial_noegr_07","7","342","0.9","mid","0.1","25","0","0.5","0.657166258881596","1.57598563614103","0.206337673032955","0.191535812919474","42.3916637944026","0.00331653329274565","0.000322697018999982","76.4813745452235"
"initial_noegr_07","7","342","0.9","mid","0.15","25","0","0.5","0.646183113560708","1.51544945506621","0.262256183127365","0.183356693171801","40.5814201162488","0.00331653329274565","0.000480938294160953","76.5237165751371"
"initial_noegr_07","7","342","0.9","mid","0.2","25","0","0.5","0.632110963184732","1.44862747794894","0.317719555543411","0.174473496481688","38.6153466088096","0.00331653329274565","0.00063715856513795","76.5779357208224"
"initial_noegr_07","7","342","0.9","mid","0.25","25","0","0.5","0.613328395254598","1.37422704673045","0.372910587956377","0.164738118913224","36.4606641684693","0.00331653329274565","0.000791410326895265","76.6502528126653"
"initial_noegr_07","7","342","0.9","mid","0.3","25","0","0.5","0.586198197504223","1.29055853032222","0.428201532732662","0.153956881998883","34.0745069084027","0.00331653329274565","0.000943784235344742","76.7546512012416"
"initial_noegr_07","7","342","0.9","mid","0.35","25","0","0.5","0.542934740440146","1.19534957075373","0.484391976905072","0.141868704443265","31.3990910109056","0.00331653329274565","0.00109445152353091","76.9207953997925"
"initial_noegr_07","7","342","0.9","mid","0.4","25","0","0.5","0.451787140786616","1.08518148518573","0.544523739959203","0.128068104677352","28.3446732677149","0.00331653329274565","0.00124404372867762","77.2690807020474"
"initial_noegr_08","8","418","1.1","mid","0","25","0","0.5","0.663048153567703","1.69125213787844","0.0998353525197286","0.20622436550273","49.7670950049464","0.00407571939672072","0","77.8760669031092"
"initial_noegr_08","8","418","1.1","mid","0.05","25","0","0.5","0.656171676496156","1.64066632358474","0.15975882781219","0.199206538002858","48.0735177835397","0.00407571939672072","0.000199103830664662","77.9115563081624"
"initial_noegr_08","8","418","1.1","mid","0.1","25","0","0.5","0.647737674425701","1.58559564988243","0.219133361197992","0.191691313927556","46.2599063335675","0.00407571939672072","0.000395744215537237","77.9550511368984"
"initial_noegr_08","8","418","1.1","mid","0.15","25","0","0.5","0.637189804764974","1.52522961312352","0.278054403985612","0.183585579120889","44.3037898813485","0.00407571939672072","0.000589960185199354","78.0094042692367"
"initial_noegr_08","8","418","1.1","mid","0.2","25","0","0.5","0.623636875880896","1.45854995347721","0.336665727634858","0.174772716717622","42.1770258618802","0.00407571939672072","0.000781800661483317","78.0791810862683"
"initial_noegr_08","8","418","1.1","mid","0.25","25","0","0.5","0.60535485007183","1.38425328554765","0.395220377779961","0.165103637370474","39.8436352884295","0.00407571939672072","0.000971339127490366","78.1733404152684"
"initial_noegr_08","8","418","1.1","mid","0.3","25","0","0.5","0.578790427551969","1.30063138515156","0.454216667081187","0.15438274189567","37.2564151879725","0.00407571939672072","0.00115870383409387","78.3097858483601"
"initial_noegr_08","8","418","1.1","mid","0.35","25","0","0.5","0.53721563625791","1.20538594026459","0.514648302929018","0.14234651383704","34.3517724517237","0.00407571939672072","0.00134412407206727","78.5227576929662"
"initial_noegr_08","8","418","1.1","mid","0.4","25","0","0.5","0.452413876750049","1.09500417906084","0.580281855776995","0.128577397252059","31.0289403918532","0.00407571939672072","0.00152847788909044","78.9538991314344"
"initial_noegr_09","9","494","1.3","high","0","25","0","0.5","0.645496069118259","1.71049060577994","0.104849270283734","0.20622436550273","51.8293386599737","0.00487155127626889","0","78.2861439937193"
"initial_noegr_09","9","494","1.3","high","0.05","25","0","0.5","0.639145111661033","1.65994797812659","0.166816919833049","0.199293258848676","50.0873782801435","0.00487155127626889","0.000237926164387507","78.3139983666275"
"initial_noegr_09","9","494","1.3","high","0.1","25","0","0.5","0.631296558276863","1.60491825368783","0.228238666450113","0.191868925578955","48.2214577211309","0.00487155127626889","0.000472959050808536","78.3483906010839"
"initial_noegr_09","9","494","1.3","high","0.15","25","0","0.5","0.621429082934216","1.54459438927015","0.289192782670944","0.183859827598273","46.2085711711361","0.00487155127626889","0.000705135458344505","78.3915950390742"
"initial_noegr_09","9","494","1.3","high","0.2","25","0","0.5","0.608715860491914","1.4779635832803","0.349796691688761","0.175151454732166","44.0199393605615","0.00487155127626889","0.000934501293608687","78.4472258254984"
"initial_noegr_09","9","494","1.3","high","0.25","25","0","0.5","0.590738883150887","1.40372294362912","0.410312017635737","0.165596177178088","41.618459229283","0.00487155127626889","0.00116114520615634","78.5258782087662"
"initial_noegr_09","9","494","1.3","high","0.3","25","0","0.5","0.565640970821768","1.32019856399882","0.471057867698133","0.155006002559214","38.9568835931946","0.00487155127626889","0.00138515338204889","78.6355193067923"
"initial_noegr_10","10","570","1.5","high","0","25","0","0.5","0.620250744236538","1.71867575115705","0.101351663400629","0.20622436550273","51.8087162234234","0.00564791875910844","0","78.9379213381272"
"initial_noegr_10","10","570","1.5","high","0.05","25","0","0.5","0.614336598696345","1.66744335753401","0.165012624842129","0.199196587411489","50.0431626724514","0.00564791875910844","0.00027802852088369","78.9699226776119"
"initial_noegr_10","10","570","1.5","high","0.1","25","0","0.5","0.606920257778899","1.61170959557164","0.228169874854385","0.191679637736475","48.1547169903461","0.00564791875910844","0.000552534186890609","79.0100139305259"
"initial_noegr_10","10","570","1.5","high","0.15","25","0","0.5","0.597482881581467","1.55066377679787","0.290917758101214","0.183582250578954","46.1204509016978","0.00564791875910844","0.000823562607118511","79.0609868843474"
"initial_noegr_10","10","570","1.5","high","0.2","25","0","0.5","0.584433867800247","1.48327778893716","0.35345387308636","0.174788402865555","43.911216509899","0.00564791875910844","0.00109119816816233","79.1315405905867"
"initial_noegr_10","10","570","1.5","high","0.25","25","0","0.5","0.566369836091705","1.40824436762942","0.416048641527989","0.165151414396966","41.4901640818777","0.00564791875910844","0.00135553757429005","79.2289611607044"
"initial_noegr_10","10","570","1.5","high","0.3","25","0","0.5","0.541358387651512","1.32387239695141","0.47909799048631","0.154482594860633","38.8098898938626","0.00564791875910844","0.00161670131676598","79.3637207744556"
"initial_noegr_11","11","646","1.7","high","0","25","0","0.5","0.594227960265835","1.73337940168276","0.101432349370099","0.20622436550273","51.849961096524","0.00645573634460648","0","78.970173590537"
"initial_noegr_11","11","646","1.7","high","0.05","25","0","0.5","0.588940333949497","1.68168113351531","0.167316621840948","0.199169200713652","50.0761162894299","0.00645573634460648","0.000319484925449095","78.9967465238028"
"initial_noegr_11","11","646","1.7","high","0.1","25","0","0.5","0.582170632450902","1.62547438018132","0.232702412535789","0.191630295197495","48.1806469700303","0.00645573634460648","0.000634827642200568","79.0307260720685"
"initial_noegr_11","11","646","1.7","high","0.15","25","0","0.5","0.573158981932719","1.5639473148385","0.297688929419365","0.183517206134191","46.1408135522889","0.00645573634460648","0.000946079467014727","79.0759828332788"
"initial_noegr_11","11","646","1.7","high","0.2","25","0","0.5","0.559588218831541","1.49606354327367","0.362517773773759","0.174713766528566","43.9274087494448","0.00645573634460648","0.00125335611890715","79.1439591751662"
"initial_noegr_11","11","646","1.7","high","0.25","25","0","0.5","0.541936982605972","1.42053629219197","0.427339127618549","0.165078551146103","41.504874721909","0.00645573634460648","0.00155670069918262","79.232319261235"
"initial_noegr_11","11","646","1.7","high","0.3","25","0","0.5","0.517628863172239","1.33567420772689","0.492546556820718","0.154424778594846","38.8262499582091","0.00645573634460648","0.00185625259814398","79.3539196699624"
"initial_noegr_12","12","684","1.8","high","0","25","0","0.5","0.580312251010136","1.72865744111322","0.100508437571326","0.20622436550273","51.8087162234234","0.006816864751711","0","79.1939222525789"
"initial_noegr_12","12","684","1.8","high","0.05","25","0","0.5","0.575226868109534","1.67664914445012","0.167761336137308","0.199092159817521","50.0169278501566","0.006816864751711","0.000338508614942632","79.2222058629938"
"initial_noegr_12","12","684","1.8","high","0.1","25","0","0.5","0.568627686301959","1.62012343993507","0.234537916096752","0.191475580046978","48.103452597302","0.006816864751711","0.000672540771516925","79.2588602552557"
"initial_noegr_12","12","684","1.8","high","0.15","25","0","0.5","0.559163362021111","1.55826015862005","0.300982776669729","0.183282729296442","46.0452036674988","0.006816864751711","0.00100217348893179","79.3114735149596"
"initial_noegr_12","12","684","1.8","high","0.2","25","0","0.5","0.545390905651239","1.49002279917967","0.367333626261802","0.174397563236108","43.8130278239912","0.006816864751711","0.00132751942160859","79.3878071744559"
"initial_noegr_12","12","684","1.8","high","0.25","25","0","0.5","0.527431801087912","1.41411730735572","0.433777007249402","0.164677584202795","41.3711260913471","0.006816864751711","0.00164863546435917","79.4872785465756"
"initial_noegr_12","12","684","1.8","high","0.3","25","0","0.5","0.502596384465628","1.32883926846186","0.500770910819773","0.153934130338176","38.6721018942082","0.006816864751711","0.00196569068031681","79.6247316046024"
"initial_noegr_13","13","722","1.9","high","0","25","0","0.5","0.56646938792356","1.72815361476621","0.09929830447239","0.20622436550273","51.8293386599737","0.00719348227047776","0","79.4770397870229"
"initial_noegr_13","13","722","1.9","high","0.05","25","0","0.5","0.561653120084805","1.6757242492203","0.16816452441811","0.19901150644794","50.0165668580284","0.00719348227047776","0.000358874796065047","79.5045324041954"
"initial_noegr_13","13","722","1.9","high","0.1","25","0","0.5","0.555298460628362","1.61877080834105","0.236555439340068","0.191315869874435","48.0824609961925","0.00719348227047775","0.000712874151223735","79.5407520744346"
"initial_noegr_13","13","722","1.9","high","0.15","25","0","0.5","0.54538567646128","1.55646462312012","0.304660573461979","0.183044311583799","46.0036116087984","0.00719348227047776","0.00106210527631343","79.5972753664364"
"initial_noegr_13","13","722","1.9","high","0.2","25","0","0.5","0.531480633731203","1.48777349076827","0.372688222446481","0.174081990249636","43.7511561994898","0.00719348227047776","0.0014066632986871","79.6763409853478"
"initial_noegr_13","13","722","1.9","high","0.25","25","0","0.5","0.513323525156163","1.41139794150704","0.440850039068588","0.164285979647405","41.2891738348842","0.00719348227047775","0.00174661839556954","79.7795156505683"
"initial_noegr_13","13","722","1.9","high","0.3","25","0","0.5","0.488155017949405","1.32562626801957","0.509634038218245","0.153467116127136","38.5701229606525","0.00719348227047776","0.00208216010420202","79.9224243043339"
